"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","TotalBsmtSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","SaleType","SalePrice","YrDiffSoldBuilt","YrDiffRemodBlt","YrDiffSoldRemod","X2ndFlrYN","TotalBath","HalfBathYN","YrDiffGarageBlt","FrontAreaSF"
1200,20,"RL",75,11235,"Reg","Lvl","C","A","B","4","B","B","BrkFace",51,"TA","B","TA","No","B",547,1051,"Good","A",1382,0,1382,1,3,"TA","6","Yes","Attchd","Unf",2,"459","Paved","B",148000,43,16,27,"No",1.5,"Yes",11,82
1201,20,"RL",71,9353,"Reg","Lvl","C","A","B","4","B","B","None",0,"TA","B","TA","No","B",0,864,"Good","A",864,0,864,1,3,"TA","5","No","Attchd","Unf",1,"280","Paved","A",116050,36,0,36,"No",1,"No",2,0
1202,60,"RL",80,10400,"Reg","Lvl","D","A","C","7","D","C","None",0,"TA","A","Gd","Av","B",0,866,"Excellent","A",866,913,1779,2,3,"Gd","6","No","Attchd","RFn",2,"546","Paved","B",197900,11,0,11,"Yes",2.5,"Yes",0,234
1203,50,"RH",50,6000,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,884,"Excellent","A",884,464,1348,1,3,"TA","5","Yes","Detchd","Unf",1,"216","PartialNo","B",117000,84,72,12,"Yes",2,"No",35,208
1204,20,"RL",75,9750,"Reg","Lvl","D","A","B","7","D","C","BrkFace",171,"Gd","A","Gd","No","B",0,1630,"Excellent","A",1630,0,1630,2,3,"Gd","6","Yes","Attchd","Unf",2,"451","Paved","B",213000,9,1,8,"No",2,"No",0,308
1205,20,"RL",78,10140,"Reg","Lvl","D","A","B","5","B","B","None",0,"TA","B","Gd","No","B",788,1056,"Excellent","A",1074,0,1074,1,3,"TA","6","No","Attchd","RFn",2,"495","Paved","B",153500,31,0,31,"No",2.5,"Yes",0,88
1206,20,"RL",90,14684,"IR1","Lvl","D","A","B","7","B","B","BrkFace",234,"Gd","B","Gd","Mn","B",485,2158,"Good","A",2196,0,2196,2,3,"Gd","7","Yes","Attchd","RFn",3,"701","Paved","B",271900,19,1,18,"No",2,"No",0,154
1207,20,"RH",73,8900,"Reg","Lvl","D","A","B","4","B","B","None",0,"TA","B","TA","No","B",1056,1056,"Good","A",1056,0,1056,1,2,"TA","5","No","Detchd","Unf",1,"384","Paved","B",107000,40,0,40,"No",2,"No",0,42
1208,20,"RL",70,9135,"Reg","Lvl","D","A","B","6","D","C","BrkFace",120,"Gd","A","Gd","Av","A",340,1682,"Excellent","A",1700,0,1700,2,3,"Gd","7","No","Attchd","RFn",2,"544","Paved","B",200000,3,0,3,"No",3,"No",0,215
1209,20,"RL",70,7763,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",504,931,"Good","A",1283,0,1283,1,3,"TA","6","No","Detchd","Unf",2,"506","Paved","B",140000,46,18,28,"No",2,"No",18,0
1210,20,"RL",85,10182,"IR1","Lvl","E","A","B","8","D","C","Stone",420,"Gd","A","Ex","Mn","A",1220,1660,"Excellent","A",1660,0,1660,2,3,"Gd","8","Yes","Attchd","RFn",2,"500","Paved","C",290000,0,0,0,"No",3,"No",0,372
1211,60,"RL",70,11218,"Reg","Lvl","D","A","C","6","B","B","None",0,"Gd","A","Gd","No","B",0,1055,"Excellent","A",1055,790,1845,2,3,"Gd","8","Yes","Attchd","RFn",2,"462","Paved","B",189000,18,0,18,"Yes",2.5,"Yes",0,739
1212,50,"RL",152,12134,"IR1","Bnk","D","A","A","8","B","B","None",0,"Gd","B","Gd","Av","A",427,559,"Good","A",1080,672,1752,2,4,"TA","8","No","Basment","RFn",2,"492","Paved","B",164000,22,17,5,"Yes",2,"No",0,337
1213,30,"RL",50,9340,"Reg","Lvl","B","A","B","4","B","B","None",0,"TA","B","TA","No","B",344,672,"Good","A",672,0,672,1,2,"TA","4","No","Attchd","Unf",1,"234","PartialNo","B",113000,68,9,59,"No",2,"No",0,113
1214,80,"RL",72,10246,"IR1","Lvl","C","A","B","4","D","C","None",0,"TA","B","TA","Av","A",648,648,"Excellent","A",960,0,960,0,0,"TA","3","No","Attchd","Unf",1,"364","Paved","B",145000,41,36,5,"No",1.5,"No",0,88
1215,85,"RL",69,10205,"IR1","Lvl","C","A","A","5","B","B","None",0,"TA","B","TA","Av","B",784,925,"Good","A",999,0,999,1,3,"TA","6","No","Attchd","Unf",1,"300","Paved","B",134500,44,0,44,"No",2,"No",0,222
1216,20,"RL",99,7094,"IR1","Lvl","C","A","B","5","D","C","None",0,"TA","B","TA","No","B",180,894,"Good","A",894,0,894,1,3,"TA","5","No","Detchd","RFn",1,"384","Paved","B",125000,41,0,41,"No",1,"No",0,0
1217,90,"RH",68,8930,"Reg","Lvl","C","C","A","6","D","C","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1318,584,1902,2,4,"TA","8","No","Attchd","Unf",2,"539","Paved","B",112000,32,0,32,"Yes",2,"No",0,0
1218,20,"FV",72,8640,"Reg","Lvl","E","A","B","8","E","C","Stone",72,"Gd","A","Gd","Mn","A",936,1300,"Excellent","A",1314,0,1314,2,3,"Gd","6","No","Attchd","RFn",2,"552","Paved","C",229456,0,0,0,"No",3,"No",0,247
1219,50,"RH",52,6240,"Reg","Lvl","B","A","A","4","A","A","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",672,240,912,1,2,"TA","3","No","No Garage","No Garage",0,"0","PartialNo","B",80500,59,3,56,"Yes",1,"No",1,0
1220,160,"RH",21,1680,"Reg","Lvl","A","C","C","6","E","C","BrkFace",236,"TA","B","TA","No","B",0,672,"Good","A",672,546,1218,1,3,"TA","7","No","No Garage","No Garage",0,"0","PartialNo","B",91500,35,0,35,"Yes",1.5,"Yes",0,201
1221,20,"RL",66,7800,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",312,912,"Good","A",912,0,912,1,2,"TA","5","No","Attchd","Unf",1,"288","Paved","B",115000,42,0,42,"No",1,"No",0,0
1222,20,"RL",55,8250,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",250,952,"Excellent","A",1211,0,1211,1,3,"TA","5","Yes","Attchd","Unf",1,"322","Paved","B",134000,40,0,40,"No",1,"No",0,63
1223,50,"RL",78,10496,"Reg","Lvl","C","A","A","6","B","B","BrkFace",320,"TA","B","TA","Mn","B",196,1040,"Excellent","A",1168,678,1846,2,3,"TA","7","Yes","Attchd","Unf",1,"315","Paved","B",143000,58,1,57,"Yes",2,"No",0,0
1224,20,"RL",89,10680,"Reg","Lvl","C","A","B","5","B","B","BrkFace",44,"TA","B","TA","No","B",756,2136,"Good","B",2136,0,2136,2,4,"TA","7","No","Detchd","Unf",2,"528","Paved","B",137900,55,0,55,"No",2,"No",0,30
1225,60,"RL",60,15384,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","Av","A",724,788,"Excellent","A",788,702,1490,2,3,"Gd","8","Yes","Attchd","Fin",2,"388","Paved","B",184000,4,1,3,"Yes",3.5,"Yes",0,175
1226,80,"RL",65,10482,"Reg","Lvl","C","A","B","6","D","C","BrkFace",63,"TA","B","TA","Av","A",507,588,"Excellent","A",1138,0,1138,1,3,"TA","6","No","Attchd","RFn",1,"264","Paved","B",145000,49,0,49,"No",1.5,"No",0,224
1227,60,"RL",86,14598,"IR1","Lvl","E","A","C","6","D","C","Stone",74,"Gd","A","Gd","Mn","B",0,894,"Excellent","A",894,1039,1933,2,4,"Gd","9","Yes","BuiltIn","Fin",3,"668","Paved","B",214000,1,0,1,"Yes",2.5,"Yes",0,118
1228,20,"RL",72,8872,"Reg","Lvl","C","A","B","5","D","C","BrkFace",300,"TA","B","TA","No","B",595,912,"Excellent","A",912,0,912,1,2,"Gd","5","No","Detchd","Unf",2,"576","Paved","B",147000,43,43,0,"No",2,"No",27,240
1229,120,"RL",65,8769,"Reg","Lvl","F","B","B","9","B","B","BrkFace",766,"Ex","A","Ex","No","A",1540,1702,"Excellent","A",1702,0,1702,1,1,"Ex","7","Yes","Attchd","Fin",3,"1052","Paved","C",367294,0,0,0,"No",2.5,"Yes",0,296
1230,80,"RL",70,7910,"Reg","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",666,1075,"Good","A",1507,0,1507,2,4,"TA","7","No","Basment","Unf",1,"404","Paved","B",127000,48,0,48,"No",2,"No",0,0
1231,90,"RL",100,18890,"IR1","Lvl","C","C","A","5","C","B","None",1,"TA","B","Gd","No","A",498,1361,"Excellent","A",1361,1259,2620,2,4,"TA","12","Yes","BuiltIn","RFn",2,"600","PartialNo","B",190000,30,0,30,"Yes",3,"Yes",0,324
1232,90,"RL",70,7728,"Reg","Lvl","C","C","B","5","B","B","BrkFace",120,"TA","B","TA","Av","B",803,1106,"Good","A",1190,0,1190,1,3,"TA","6","No","Attchd","Unf",2,"540","Paved","B",132500,44,0,44,"No",2,"No",0,18
1233,90,"RL",70,9842,"Reg","Lvl","C","C","B","4","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1224,0,1224,2,2,"TA","6","No","CarPort","Unf",2,"462","Paved","B",101800,45,0,45,"No",2,"No",0,0
1234,20,"RL",80,12160,"IR1","Lvl","C","A","B","5","C","B","BrkFace",180,"TA","B","TA","No","B",1000,1188,"Bad","A",1188,0,1188,1,3,"TA","6","No","Attchd","RFn",2,"531","Paved","A",142000,51,0,51,"No",2,"No",0,0
1235,70,"RH",55,8525,"Reg","Bnk","C","A","C","5","B","B","None",0,"TA","A","TA","Av","B",0,940,"Good","B",1024,940,1964,1,4,"TA","7","No","No Garage","No Garage",0,"0","PartialNo","B",130000,97,39,58,"Yes",1.5,"Yes",23,192
1236,70,"RL",96,13132,"Reg","Lvl","D","A","C","5","B","B","None",0,"TA","B","Gd","Mn","B",0,747,"Good","B",892,892,1784,1,4,"TA","9","No","Detchd","Unf",1,"180","PartialNo","B",138887,92,36,56,"Yes",1.5,"Yes",0,243
1237,160,"RL",36,2628,"Reg","Lvl","F","C","C","7","D","B","Stone",106,"Gd","A","Gd","No","B",0,764,"Excellent","A",764,862,1626,2,2,"Gd","6","No","BuiltIn","RFn",2,"474","Paved","B",175500,7,0,7,"Yes",2.5,"Yes",0,27
1238,60,"RL",41,12393,"IR2","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,847,"Excellent","A",847,1101,1948,2,4,"Gd","8","Yes","BuiltIn","Fin",2,"434","Paved","B",195000,2,1,1,"Yes",2.5,"Yes",0,148
1239,20,"RL",63,13072,"Reg","Lvl","D","A","B","6","D","C","None",0,"Gd","A","Gd","No","B",0,1141,"Excellent","A",1141,0,1141,1,3,"TA","6","No","Detchd","Unf",2,"484","Paved","B",142500,1,0,1,"No",1.5,"Yes",0,0
1240,20,"RL",64,9037,"IR1","HLS","E","A","B","8","D","C","BrkFace",32,"Gd","A","Gd","Av","A",428,1476,"Excellent","A",1484,0,1484,2,2,"Ex","6","Yes","Attchd","RFn",2,"472","Paved","B",265900,1,0,1,"No",2,"No",0,153
1241,60,"RL",65,8158,"Reg","Lvl","D","A","C","7","D","C","BrkFace",252,"Gd","A","Gd","No","A",550,884,"Excellent","A",884,884,1768,2,3,"Gd","8","No","Attchd","RFn",2,"543","Paved","B",224900,5,0,5,"Yes",3.5,"Yes",0,63
1242,20,"RL",83,9849,"Reg","Lvl","E","A","B","7","D","C","Stone",0,"Gd","A","Gd","Av","B",0,1689,"Excellent","A",1689,0,1689,2,3,"Gd","7","No","Attchd","RFn",3,"954","Paved","C",248328,0,0,0,"No",2,"No",0,56
1243,85,"RL",85,10625,"Reg","Lvl","D","A","A","7","C","B","BrkFace",81,"TA","B","Gd","Gd","A",885,1053,"Good","A",1173,0,1173,2,3,"Gd","6","Yes","Attchd","RFn",2,"528","Paved","B",170000,36,0,36,"No",3,"No",0,120
1244,20,"RL",107,13891,"Reg","Lvl","F","A","B","10","D","C","None",0,"Ex","A","Ex","Gd","A",1386,2076,"Excellent","A",2076,0,2076,2,2,"Ex","7","Yes","Attchd","Fin",3,"850","Paved","C",465000,0,0,0,"No",3.5,"Yes",0,445
1245,70,"RL",79,11435,"IR1","HLS","D","A","C","8","C","B","None",0,"TA","A","Gd","No","B",0,792,"Bad","A",792,725,1517,1,3,"Gd","7","Yes","Detchd","Unf",2,"400","Paved","B",230000,77,21,56,"Yes",1,"No",2,0
1246,80,"RL",78,12090,"Reg","Lvl","D","A","B","6","D","C","BrkFace",74,"TA","B","Gd","No","B",0,585,"Excellent","A",1140,728,1868,3,3,"TA","7","Yes","BuiltIn","Fin",2,"477","Paved","B",178000,23,19,4,"Yes",3.5,"Yes",0,527
1247,60,"FV",65,8125,"Reg","Lvl","E","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,756,"Excellent","A",756,797,1553,2,3,"Gd","6","No","Attchd","RFn",2,"615","Paved","C",186500,1,1,0,"Yes",2.5,"Yes",0,45
1248,80,"RL",55,12328,"IR1","Lvl","C","A","B","6","B","B","BrkFace",335,"TA","B","TA","Av","A",539,1012,"Good","A",1034,0,1034,1,3,"TA","6","No","Attchd","Unf",3,"888","Paved","B",169900,34,0,34,"No",2,"No",0,0
1249,75,"RH",60,9600,"Reg","Lvl","B","A","A","6","A","A","None",0,"TA","B","Gd","No","B",319,735,"Bad","A",1134,924,2058,1,3,"TA","8","Yes","Detchd","Unf",2,"396","PartialNo","B",129500,91,33,58,"Yes",1.5,"Yes",33,259
1250,20,"RL",60,7200,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",534,876,"Good","A",988,0,988,1,3,"TA","6","No","Attchd","Unf",1,"276","Paved","B",119000,57,0,57,"No",1,"No",0,80
1251,20,"RL",93,11160,"Reg","Lvl","C","A","B","7","C","B","None",0,"Gd","B","TA","No","B",1065,2110,"Excellent","A",2110,0,2110,2,3,"Ex","8","Yes","Attchd","Fin",2,"522","Paved","B",244000,42,0,42,"No",3.5,"Yes",0,0
1252,120,"RL",36,3136,"IR1","Lvl","F","B","B","7","D","B","Stone",163,"Gd","A","Gd","No","B",0,1405,"Excellent","A",1405,0,1405,2,2,"Gd","6","Yes","Attchd","RFn",2,"478","Paved","B",171750,3,0,3,"No",2,"No",0,184
1253,20,"RL",62,9858,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",510,864,"Good","A",874,0,874,1,3,"TA","5","No","Attchd","RFn",1,"288","Paved","B",130000,41,0,41,"No",2,"No",0,33
1254,60,"RL",80,17542,"IR1","Lvl","E","A","C","7","B","B","None",0,"Gd","B","TA","Gd","B",125,1192,"Good","A",1516,651,2167,2,3,"Gd","9","Yes","Attchd","RFn",2,"518","Paved","B",294000,33,29,4,"Yes",3.5,"Yes",0,267
1255,60,"RL",60,6931,"Reg","Lvl","B","A","C","7","D","C","Stone",92,"Gd","A","Gd","No","B",0,746,"Excellent","A",760,896,1656,2,3,"Gd","7","Yes","BuiltIn","Fin",2,"397","Paved","B",165400,5,1,4,"Yes",2.5,"Yes",0,306
1256,50,"RH",52,6240,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","TA","No","B",425,884,"Good","B",959,408,1367,1,3,"TA","6","Yes","Detchd","Unf",1,"560","Paved","B",127500,76,19,57,"Yes",1,"No",47,120
1257,20,"RL",91,14303,"IR1","Lvl","F","A","B","8","B","B","BrkFace",554,"Gd","A","Gd","Gd","A",1314,1986,"Excellent","A",1987,0,1987,2,2,"Gd","7","Yes","Attchd","Fin",2,"691","Paved","B",301500,14,0,14,"No",3,"No",0,298
1258,30,"RL",56,4060,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","A","Fa","No","B",0,864,"Excellent","A",864,0,864,1,2,"TA","4","No","No Garage","No Garage",0,"0","Paved","B",99900,87,28,59,"No",1,"No",35,96
1259,80,"RL",59,9587,"IR1","Lvl","D","A","B","7","D","C","Stone",182,"Gd","A","Gd","Gd","A",655,856,"Excellent","A",1166,0,1166,2,2,"Gd","5","No","Attchd","Fin",2,"400","Paved","B",190000,3,0,3,"No",3,"No",0,212
1260,20,"RL",65,9750,"Reg","Lvl","C","A","B","6","B","B","None",0,"TA","B","Gd","No","B",602,1054,"Good","A",1054,0,1054,1,3,"TA","6","No","Attchd","Unf",2,"460","Paved","B",151000,39,0,39,"No",2.5,"Yes",0,260
1261,60,"RL",134,24682,"IR2","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","No","B",0,841,"Excellent","A",892,783,1675,2,3,"TA","7","Yes","BuiltIn","Fin",2,"502","Paved","B",181000,10,0,10,"Yes",2.5,"Yes",0,103
1262,20,"RL",80,9600,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",504,1050,"Good","A",1050,0,1050,1,2,"TA","5","No","Attchd","Unf",1,"338","Paved","B",128900,53,0,53,"No",1,"No",0,0
1263,50,"RL",80,11250,"Reg","Lvl","D","A","A","4","B","B","None",0,"TA","B","TA","Av","B",0,1104,"Excellent","B",1104,684,1788,1,5,"TA","8","Yes","Attchd","Unf",1,"304","Paved","B",161500,52,32,20,"Yes",2,"No",0,120
1264,70,"RL",60,13515,"Reg","Lvl","B","A","C","6","B","B","None",0,"TA","A","TA","No","B",0,764,"Excellent","B",1060,764,1824,1,3,"TA","8","Yes","Detchd","Unf",2,"520","PartialNo","B",180500,88,31,57,"Yes",1,"No",21,126
1265,120,"RH",34,4060,"Reg","Lvl","C","B","B","6","B","B","None",0,"Gd","A","Gd","No","A",266,1405,"Excellent","A",1337,0,1337,2,2,"Gd","5","No","Attchd","Fin",2,"511","Paved","A",181000,10,1,9,"No",3,"No",0,212
1266,160,"FV",35,3735,"Reg","Lvl","E","B","C","7","B","B","BrkFace",218,"Gd","A","Gd","No","A",450,691,"Excellent","A",713,739,1452,2,3,"Gd","6","No","Detchd","Unf",2,"506","Paved","B",183900,7,0,7,"Yes",3.5,"Yes",0,34
1267,190,"RH",60,10120,"IR1","Bnk","B","C","A","7","B","B","None",0,"Fa","B","TA","No","B",0,925,"Good","B",964,925,1889,1,4,"TA","9","Yes","Detchd","Unf",1,"308","PartialNo","B",122000,97,40,57,"Yes",1.5,"Yes",50,264
1268,20,"RL",89,13214,"IR1","HLS","E","A","B","9","B","C","None",0,"Ex","A","Ex","Gd","B",0,2002,"Excellent","A",2018,0,2018,2,3,"Ex","10","Yes","Attchd","Fin",3,"746","Paved","B",378500,2,1,1,"No",2,"No",1,220
1269,50,"RL",90,14100,"IR1","Lvl","D","A","A","8","B","B","BrkFace",632,"TA","B","TA","Mn","B",192,728,"Excellent","A",1968,1479,3447,3,4,"Gd","11","Yes","BuiltIn","Unf",3,"1014","Paved","B",381000,73,62,11,"Yes",3.5,"Yes",47,326
1270,50,"RL",78,11344,"Reg","Lvl","C","A","A","5","B","B","BrkFace",180,"TA","B","TA","No","B",460,874,"Good","B",874,650,1524,1,3,"TA","7","No","Attchd","Unf",1,"315","Paved","B",144000,49,0,49,"Yes",1.5,"Yes",0,0
1271,40,"RL",80,23595,"Reg","Low","D","A","B","7","C","B","None",0,"Gd","A","Gd","Gd","A",1258,1332,"Good","A",1332,192,1524,0,0,"Gd","4","Yes","Attchd","Fin",2,"586","Paved","B",260000,31,0,31,"Yes",2.5,"Yes",0,268
1272,20,"RL",80,9156,"IR1","Lvl","D","A","B","6","C","B","None",0,"TA","B","TA","No","B",0,1489,"Good","A",1489,0,1489,2,3,"Gd","7","Yes","Attchd","RFn",2,"462","Paved","B",185750,41,0,41,"No",2,"No",0,0
1273,20,"RL",85,13526,"IR1","Lvl","C","A","B","5","B","B","BrkFace",114,"TA","B","TA","No","B",560,935,"Good","A",935,0,935,1,3,"TA","5","No","Attchd","Unf",1,"288","Paved","B",137000,41,0,41,"No",2,"No",0,180
1274,80,"RL",124,11512,"IR1","Lvl","B","A","B","6","C","B","BrkFace",84,"TA","B","TA","Av","B",719,1019,"Good","A",1357,0,1357,1,2,"Ex","5","Yes","Basment","RFn",1,"312","Paved","B",177000,49,47,2,"No",2,"No",0,163
1275,50,"RL",53,5362,"Reg","Lvl","D","A","A","5","B","B","None",0,"TA","A","TA","No","B",0,661,"Excellent","A",661,589,1250,2,3,"TA","8","Yes","Detchd","Unf",2,"552","Paved","B",139000,97,93,4,"Yes",2,"No",75,323
1276,90,"RL",95,11345,"Reg","Lvl","C","C","C","5","A","A","Stone",567,"TA","B","TA","No","B",220,928,"Good","B",928,992,1920,2,4,"TA","10","No","Detchd","Unf",2,"400","Paved","B",137000,59,2,57,"Yes",2,"No",0,0
1277,60,"RL",78,12936,"IR1","Lvl","D","A","C","6","B","B","None",0,"TA","B","TA","No","B",593,723,"Good","A",735,660,1395,1,3,"TA","6","Yes","Attchd","Unf",2,"497","Paved","B",162000,37,0,37,"Yes",2,"Yes",0,410
1278,80,"RL",80,17871,"IR1","Lvl","D","A","B","6","B","B","BrkFace",359,"TA","B","Gd","Av","B",528,1680,"Bad","A",1724,0,1724,1,3,"TA","7","Yes","Attchd","RFn",2,"480","Paved","B",197900,42,9,33,"No",2.5,"Yes",0,0
1279,60,"RL",75,9473,"Reg","Lvl","D","A","C","8","D","C","None",0,"Gd","A","Gd","No","A",804,1128,"Excellent","A",1128,903,2031,2,3,"Gd","7","Yes","Attchd","RFn",2,"577","Paved","B",237000,6,0,6,"Yes",3.5,"Yes",0,211
1280,50,"C (all)",60,7500,"Reg","Lvl","A","A","A","4","B","B","None",0,"TA","B","TA","No","B",0,698,"Good","B",698,430,1128,1,2,"TA","6","No","Detchd","RFn",2,"528","Paved","A",68400,90,30,60,"Yes",1,"No",60,194
1281,20,"RL",67,9808,"IR1","Lvl","D","A","B","7","D","C","BrkFace",110,"Gd","A","Gd","No","A",788,1573,"Excellent","A",1573,0,1573,2,3,"Gd","6","No","Attchd","RFn",2,"544","Paved","B",227000,7,0,7,"No",3,"No",0,72
1282,20,"RL",50,8049,"IR1","Lvl","E","A","B","7","B","B","BrkFace",54,"TA","B","Gd","No","B",1053,1309,"Good","A",1339,0,1339,2,2,"TA","6","Yes","Attchd","Fin",2,"484","Paved","B",180000,16,0,16,"No",3,"No",0,148
1283,20,"RL",61,8800,"IR1","Lvl","D","A","B","5","B","B","None",0,"TA","B","Gd","Mn","B",532,1040,"Good","A",1040,0,1040,2,3,"Gd","5","No","Detchd","Unf",2,"484","Paved","B",150500,32,31,1,"No",2,"No",0,288
1284,90,"RL",94,9400,"Reg","Low","C","C","C","6","B","B","None",0,"TA","B","TA","Av","B",0,912,"Good","A",912,912,1824,2,4,"TA","8","No","No Garage","No Garage",0,"0","Paved","B",139000,39,0,39,"Yes",3,"Yes",0,128
1285,50,"RL",50,9638,"Reg","Lvl","C","A","A","6","B","B","None",0,"TA","A","TA","No","B",0,804,"Excellent","A",1699,748,2447,2,4,"Gd","10","Yes","Detchd","Unf",1,"336","Paved","B",169000,91,71,20,"Yes",2,"No",50,430
1286,50,"RH",50,6000,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","TA","No","B",0,780,"Excellent","B",825,587,1412,1,4,"TA","6","Yes","Detchd","Unf",1,"280","Paved","B",132500,70,11,59,"Yes",1,"No",0,45
1287,20,"RL",80,9790,"Reg","Lvl","D","A","B","6","B","B","BrkFace",451,"TA","B","TA","No","B",569,1328,"Good","A",1328,0,1328,1,3,"TA","6","Yes","Attchd","Unf",2,"528","Paved","B",143000,47,0,47,"No",2.5,"Yes",0,26
1288,20,"RL",75,36500,"IR1","Low","D","A","B","5","B","B","BrkCmn",621,"TA","B","TA","Av","B",812,1624,"Bad","A",1582,0,1582,2,4,"TA","7","No","Attchd","Unf",2,"390","PartialNo","B",190000,42,0,42,"No",2.5,"No",0,366
1289,120,"RL",40,5664,"IR1","Lvl","F","B","B","8","E","C","None",0,"Gd","A","Gd","No","A",1158,1501,"Excellent","A",1659,0,1659,2,2,"Ex","5","Yes","Attchd","Fin",2,"499","Paved","B",278000,9,0,9,"No",3,"No",0,271
1290,60,"RL",86,11065,"IR1","Lvl","F","A","C","8","D","C","Stone",788,"Gd","A","Gd","Mn","B",0,1085,"Excellent","A",1120,850,1970,2,3,"Ex","8","Yes","BuiltIn","Fin",3,"753","Paved","C",281000,0,0,0,"Yes",2.5,"Yes",0,251
1291,80,"RL",85,14112,"IR1","Lvl","C","A","B","5","B","B","BrkFace",86,"TA","A","TA","Av","A",1014,1152,"Good","A",1152,0,1152,1,3,"TA","6","Yes","Attchd","RFn",2,"484","Paved","B",180500,46,0,46,"No",2,"No",0,227
1292,160,"RH",21,1680,"Reg","Lvl","A","C","C","5","E","C","BrkFace",268,"TA","B","TA","No","B",231,630,"Good","A",630,672,1302,2,3,"TA","6","No","Detchd","Unf",1,"264","Paved","B",119500,37,0,37,"Yes",2.5,"Yes",0,185
1293,70,"RH",60,6600,"Reg","Lvl","B","A","C","5","B","B","None",0,"TA","B","TA","No","B",0,994,"Good","A",1378,994,2372,2,4,"TA","11","No","Attchd","RFn",1,"432","Paved","B",107500,117,73,44,"Yes",2,"No",93,287
1294,60,"RL",78,10140,"Reg","Lvl","D","A","C","7","B","B","None",0,"TA","A","Gd","No","A",194,832,"Good","A",832,832,1664,2,4,"TA","8","Yes","Attchd","RFn",2,"528","Paved","B",162900,30,0,30,"Yes",2.5,"Yes",0,287
1295,20,"RL",60,8172,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",167,864,"Good","A",864,0,864,1,2,"TA","5","No","Detchd","Unf",2,"572","PartialNo","B",115000,51,35,16,"No",2,"No",2,0
1296,20,"RL",70,8400,"Reg","Lvl","C","A","B","5","B","B","BrkFace",168,"TA","B","TA","Av","B",1016,1052,"Good","A",1052,0,1052,1,3,"TA","5","No","Attchd","RFn",1,"288","Paved","B",138500,38,0,38,"No",2.5,"Yes",0,356
1297,20,"RL",80,8700,"Reg","Lvl","C","A","B","5","B","B","BrkFace",148,"TA","B","TA","Mn","B",776,1120,"Good","A",1128,0,1128,2,3,"TA","6","No","Attchd","RFn",2,"525","Paved","B",155000,45,0,45,"No",3,"No",0,335
1298,180,"RH",35,3675,"Reg","Lvl","B","B","A","6","D","C","BrkFace",82,"TA","A","Gd","Gd","A",547,547,"Good","A",1072,0,1072,2,2,"TA","5","No","Basment","Fin",2,"525","Paved","C",140000,1,1,0,"No",3,"No",0,44
1300,20,"RL",75,7500,"Reg","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",340,1246,"Excellent","A",1246,0,1246,1,3,"Gd","6","No","Attchd","RFn",1,"305","Paved","B",154000,51,35,16,"No",2.5,"Yes",0,218
1301,60,"RL",72,10762,"IR1","Lvl","D","A","C","7","D","C","None",344,"Gd","A","Gd","No","A",694,978,"Excellent","A",1005,978,1983,2,3,"Gd","9","Yes","Attchd","Fin",2,"490","Paved","B",225000,10,0,10,"Yes",2.5,"Yes",0,0
1302,70,"RL",55,7500,"IR1","Bnk","D","A","C","6","B","B","None",0,"TA","B","TA","No","B",547,771,"Bad","A",753,741,1494,1,3,"Gd","7","Yes","Attchd","Unf",1,"213","PartialNo","B",177500,67,8,59,"Yes",1,"No",0,224
1303,60,"RL",92,10120,"Reg","Lvl","F","A","C","8","D","C","BrkFace",391,"Gd","A","Gd","No","A",740,1165,"Excellent","A",1203,1323,2526,2,4,"Gd","8","Yes","Attchd","RFn",3,"844","Paved","B",290000,12,0,12,"Yes",3.5,"Yes",0,387
